artist,date,year,auction house,seller,Lot Number,Artwork Title,Measurements,purchaser,pounds,shillings,pence
"SAINT JEAN, Simon",1/31/1880,1880,Christie's,P. L. Everard,,The Annunciation.,,,262,10,0
"HEDA, William Kaasz",4/27/07,1907,Christie's,,,The Annunciation. Sketch.22x20,,,,,
"HUNT, William Henry",2/11/1863,1863,Foster's,,,The Answer.1883,,Sedelmeyer,168,0,0
"LINNELL, John",4/30/1887,1887,Christie's,John Graham,3,The Antechamber. Drawing,4^ x,Agnew,840,0,0
"RAPHAEL, Sanzio",6/8/1814,1814,Hermon,French Emigrant,3,The Anthem,,Permain,304,10,0
"ROMANO, Gulio",5/8/1798,1798,H. Phillips,Sir J. Reynolds,3,The Antidote,x7,,,,0
"POUSSIN, Nicholas",7/11/13,1913,Christie's,Duke of Sutherland,3,The Antiquary,,Agnew,22,10,0
"PERUGINO, Pietro",5/9/1783,1783,"Great Room, King Street",Mr. Bartels,3,The Anxious Family,874 4x54,Boussod,997,10,0
"POUSSIN, Nicholas",2/18/1797,1797,Mr. Christie,John Trumbull,3,The Anxious Mother,,Worrall,168,0,0
"RUBENS, Sir Peter Paul",3/28/1795,1795,Skinner,C. A. Calonne,3,The Anxious Mother,,Tooth,210,0,0
"LEIGHTON, Lord (Sir Frederick)",7/11/1896,1896,Christie's,Lord Leighton,3,The Anxious Mother,875. Dg 5 x 15,Clark,94,10,0
"MARLOW, William",3/11/1774,1774,Mr. Christie,Samuel Dickenson,3,The Anxious Wife,1x8,Ehrish,640,10,0
"LEIGHTON, Lord (Sir Frederick)",6/6/1896,1896,Christie's,L. B. Harris,3,The Apothecary,876 7 x 34,Maxwell,210,0,0
"HARDY, Frederick Daniel",7/14/1900,1900,Christie's,,,The Apple Gatherer,,Gribble,94,10,0
"HARDY, Frederick Daniel",10/20/08,1908,"Capes, Dunn and Pilcher",,,The Apple Girl,,Tooth,136,10,0
"NASMYTH, Patrick",6/14/1902,1902,Christie's,,,The Appointment. Drawing,,,7,12,0
"REYNOLDS, Sir Joshua",5/4/1810,1810,Mr. Christie,Caleb Whitefoord,3,The Approach of the Enemy,x12,W,133,12,0
"PANNINI, Giovanni Paulo",8/10/1842,1842,Robins,Shugborough Hall,3,The Arab School,,Agnew,57,15,0
"MORLAND, George",7/2/09,1909,Christie's,Edward Collins Wood,3,The Arcadian Shepherd.,,Mitchell,131,10,0
"POCOCK, Nicholas",5/8/1841,1841,Christie's,John MacArthur,3,The Arch of the Khalif,887 3,Agnew,199,10,0
REMBRANDT VAN RHYN,3/13/1795,1795,Mr. Christie,Sir J. Reynolds,3,The Archgirl,5A x 12,Vokins,157,10,0
"LEADER, Benjamin Williams",5/22/1897,1897,Christie's,,,The Arithmetical Puzzle,,Gilbert,341,5,0
"LESTREL, A. A.",3/31/06,1906,Christie's,E.M.Denny,3,The Armourer,,Tooth,189,0,0
"NICOL, Erskine",3/1/1902,1902,Christie's,Hugh Mason,3,The Armoury,866. n jxis|,,388,10,0
"MURILLO, Bartolom Estban",5/15/1830,1830,Christie's,Sir T. I^wrence,,The Arrest of a Poacher,,Innes,325,10,0
"HUNTER, Colin",5/13/1882,1882,Christie's,Ed. Hermon,,The Arrest. R.A,,,28,7,0
"ISRAELS, Josef",5/6/1882,1882,Christie's,Col. Arbuthnot,3,The Arrival. Illus.19^x29%,,Hollender&C.,378,10,0
"RUBENS, Sir Peter Paul",6/28/1884,1884,Christie's,Sir Philip Miles,3,The Artist,0x25,Agnew,220,10,0
"RAPHAEL, Sanzio",3/27/1801,1801,Mr. Christie,Sir William Hamilton,3,The Artist,1x25!,Agnew,1575,0,0
"OPIE, John",4/26/1830,1830,Christie's,John Green,3,The Artist,1x7!,Dowdeswell,189,0,0
"MULREADY, William",4/21/1852,1852,Winstanley,John Clow,3,The Artist,,Agnew,5,5,0
HOOK. James Clarke,6/6/1891,1891,Christie's,Charles P. Matthews,3,The Artist,,Phillips,31,10,0
"MARIS, James",5/16/1903,1903,Christie's,R. T. Hamilton Bruce,3,The Artist,,M. Colnaghi,703,10,0
"MORONI, Giovanni Battista",6/22/1895,1895,Christie's,Henry Doetsch,3,The Artist,,Salting,257,5,0
"LELY, Sir Peter",12/16/11,1911,Christie's,G. E. Dering,3,The Artist,658 2 x 27,Pottier,430,10,0
"REYNOLDS, Sir Joshua",6/3/1893,1893,Christie's,Lord Revelstoke,3,The Artist,635,M. Colnaghi,1890,0,0
REMBRANDT VAN RHYN,2/1/1777,1777,Christie and Ansell,Earl of Essex,3,The Artist,4x27,Buttery,63,0,0
"LEWIS, John Frederick",3/17/1900,1900,Christie's,Alfred Harris,3,The Artist,0 x 24,Goefflet,2730,0,0
"LELY, Sir Peter",5/10/1900,1900,Robinson and Fisher,Peel Heirlooms,3,The Artist,,Lake,4,8,0
"RUBENS, Sir Peter Paul",1792,1792,Private Sale,European Museum,3,The Artist,5 x 27,Agnew,4725,0,0
"LINNELL, John",5/3/1890,1890,Christie's,Charles Neck,3,The Artist,9x24,Davis,54,12,0
"MORLAND, George",7/11/1810,1810,Mr. Christie,John Wigston,,The Artist,,M. Colnaghi,178,10,0
"MORLAND, George",1792,1792,Exhibition,,,The Artist,,Mainwaring,110,5,0
"LINNELL, John",6/17/1899,1899,Christie's,,,"The Artist aged Eighteen, in Red Coat. Oval",,,62,0,0
"LINNELL, John",5/3/1890,1890,Christie's,Charles Neck,3,The Artist and her Daughter,0 x 38,Gilbert,441,0,0
"LEADER, Benjamin Williams",6/13/1903,1903,Christie's,,,The Artist and his Family,,Cox,252,0,0
"PROUT, Samuel",2/27/1838,1838,Christie's,,,The Artist and his WifeGame and Fruit,,Agnew,2625,0,0
"LONG, Edwin",2/1/08,1908,Christie's,Mrs. Edwin Long,3,The Artist at Eighteen,3 x 19J,Nicholson,99,15,0
"PROUT, Samuel",2/26/1838,1838,Christie's,,,The Artist holding a Book in Left Hand and Pen in RightRed Coat,,,,,
"MARIS, James",11/28/04,1904,Christie's,,,The Artist holding a Palette,,Evans,1134,0,0
"LEADER, Benjamin Williams",5/23/1891,1891,Christie's,,,The Artist holding a Pen,,White,110,5,0
"HERRING, John Frederick",2/13/1886,1886,Christie's,,,The Artist holding Medallion,,Phillips,136,10,0
"HERRING, John Frederick",2/13/1886,1886,Christie's,,,The Artist in Brown Coat.27x23,,Tooth,325,10,0
"REYNOLDS, Sir Joshua",3/28/08,1908,Christie's,Claude A. C. Ponsonby,3,The Artist in his Studio,890 0^x21!,McArthur,120,15,0
"HOGARTH, William",5/17/1842,1842,G. Robins,,,The Artist in Red Coat.,,Agnew,231,0,0
"LEADER, Benjamin Williams",7/18/13,1913,Christie's,,,The Artist of Seville,858,White,210,0,0
"REYNOLDS, Sir Joshua",3/4/1837,1837,Christie's,Groom,3,The Artist painting Lady Thornhill,,,15,4,6
"POUSSIN, Nicholas",5/10/1795,1795,Peter Coxe,Mr. Bryan,3,The Artist Riding,868. x 9^,,861,0,0
"REYNOLDS, Sir Joshua",6/5/1812,1812,Mr. Christie,Edmund Burke,3,The Artist with a Gun,1 x 25,Hope,252,0,0
"REYNOLDS, Sir Joshua",3/19/1859,1859,Christie's,Captain Dawes,3,The Artist with Book,3 x 24,Harding,105,0,0
"SACCHI, Andrea",4/24/1807,1807,Peter Coxe,Edward Coxe,3,The Artist with Gold Chain.,,Pawsey,194,5,0
"ROSA, Salvator",1/26/1811,1811,Mr. Christie,Brothon,3,The Artist with Sketch Book,,Polak,105,0,0
MARCHETTI,12/13/1879,1879,Christie's,P. L. Everard,3,The Artist. Drawing. i4yxnf,,Huggins,204,15,0
REMBRANDT VAN RHYN,4/18/1834,1834,Christie's,Viscountess Hampden,3,The Artist. Engraved,,C. Butler,89,5,0
"RUBENS, Sir Peter Paul",3/9/1822,1822,Stanley,"R. Cosway, R.A",3,The Artist's Apology,,Vokins,15,15,0
"RAPHAEL, Sanzio",2/14/1800,1800,"Coxe, Burrell and Foster",Orleans Gallery,3,The Artist's Apology. Drawing,,Bought in,36,15,0
"HUNT, William Henry",5/18/1895,1895,Christie's,Frederick Craven,3,The Artist's Cook,,Nieuwenhuys,336,0,0
"RICHARDSON, Thomas Miles",5/19/1877,1877,Christie's,John Knowles,3,The Artist's Daughter,7x13,Gimpel,99,15,0
"RUYSDAEL, Jacob",5/11/1861,1861,Christie's,Charles Scarisbrick,,The Artist's Family,,,,,
"LEADER, Benjamin Williams",5/26/1883,1883,Christie's,William Lee,,The Artist's Father,,Mason,168,0,0
HOOK. James Clarke,5/6/10,1910,Christie's,O. E. Coope,3,The Artist's Mother,,,120,0,0
"ROSSETTI, Dante Gabriel",5/28/1892,1892,Christie's,F. R. Leyland,3,The Artist's Wife,656 2x27,Pottier,262,10,0
"LINNELL, John",5/22/1869,1869,Christie's,J. M. Threlfall,3,The Artist's Wife,5 x 20^,M. Colnaghi,115,10,0
"ROBERTS, David",5/20/1865,1865,Christie's,Duncan Fletcher,,The Artist's Wife,,Lesser,179,11,0
"PYNAKER, Adam",6/1/1814,1814,Peter Coxe,Gentleman of Fortune,3,The Artist's Wife in Pink Apron,8^x31,M. Colnaghi,1837,10,0
"HARDY, James",12/2/1893,1893,Christie's,J. C. Evans,3,The Artist's Wife.,,,787,0,0
"NICOL, Erskine",2/20/1886,1886,Christie's,Col. J. J. Ellis,3,The Ascension,,Duke of Bedford,26,5,0
"MARIS, James",5/14/09,1909,Christie's,Sir J. C. Day,3,The Ascension. Sketch,,,,,
"HOLL, Frank",4/1/05,1905,Christie's,Abraham Mitchell,3,The Ass and Thistle,820,Agnew,204,15,0
"ROBERTS, David",4/25/1863,1863,Christie's,E. Bicknell,,The Ass and Thistle.1820,,Agnew,204,15,0
"ROBERTS, David",4/28/1883,1883,Christie's,Aston Rowant Gallery,,The Assignation,0x50,Leaf,115,10,0
"LELY, Sir Peter",2/19/1728,1728,Cooper's,Thomas Coke,3,The Assumption,,,157,10,0
"LELY, Sir Peter",6/7/07,1907,Christie's,Duke of Fife,3,The Assumption with Angels,,,,,
"MULLER, William James",5/20/1865,1865,Christie's,,,The Assyrian Magi.,,,,,
"NATTIER, Jean Marc",5/7/1898,1898,Christie's,Martin Heckscher,3,The Astronomers,0^x25^. By A. L. and M. Le Nain,Agnew,525,0,0
"RILEY, John",11/16/1724,1724,Cock,Mr. Sykes,3,The Attack. i6xir|i,,B. Lewis,1207,10,0
"ROBERTS, David",5/4/1878,1878,Christie's,F. T. Turner.(727H,,The Attentive Post boy,,,,,
"LAWRENCE, Sir Thomas",7/25/1891,1891,Christie's,Marquis of Ely,3,The Augers,,,,,
"OSTADE, Adriaen van",3/13/1795,1795,Mr. Christie,Sir J. Reynolds,3,The Aunt's Visit,,Koekkoek,120,15,0
"LIOTARD, John Stephe",4/16/1774,1774,Mr. Christie,M. Liotard,3,The AvengerDog and Cat,,Sewening,42,10,6
"OSTADE, Adriaen van",2/13/1778,1778,Christie and Ansell,Chase Price,3,The AvengerDog and Cat,,Bought in,32,11,0
"ROBERTS, David",3/30/1854,1854,Christie's,John H. Turner,,The Avenue,859. Pd. with Cooper,Brown,157,10,0
"RUBENS, Sir Peter Paul",1791,1791,Private Sale,"R. Cosway, R.A",3,"The Avenue, Fosbury",4^x43^,Vokins,294,0,0
"HONTHORST, Gerard",4/2/1773,1773,Langford's,"James West, P.R.S",3,The Avon from Clifton,,Partington,94,10,0
"LANDSEER, Sir Edwin",7/1/1899,1899,Christie's,,,The Avon from Clifton Down,,Richardson,126,0,0
"O'NEIL, Henry Nelson",3/13/1897,1897,Christie's,Sir Charles Booth,3,The Awakening Conscience,853,Bought in,105,0,0
"MARKS, Henry Stacey",4/26/1884,1884,Christie's,Sam Mendel,,The Babes in the Wood,,Johnson,126,0,0
"LE BRUN, Charles",3/13/1795,1795,Mr. Christie,Sir J. Reynolds,3,The Babes in the Wood.,,Cox,52,10,0
MARTINELLI,4/7/1775,1775,Mr. Walsh,,,The Babes in the Wood.28x45,,Agnew,241,10,0
"REYNOLDS, Sir Joshua",5/14/1823,1823,Mr. Christie,Spackman,,The Baby Mother.1872,,Mathews,257,10,0
"PHILLIP, John",5/4/1878,1878,Christie's,F.T.Turner,3,The Baby. Drawing,5x12,Wallis,162,15,0
"LENBACH, Franz von",7/9/09,1909,Christie's,Sir C. Quilter,3,The Bachelor,852 3x10,Bennett,131,15,0
"POUSSIN, Gasper (Gaspard Dughet)",5/24/1806,1806,Mr. Christie,Buchanan,3,The Backgammon Players,9x23,Colnaghi,126,0,0
"HOLBEIN, Hans, the Younger",10/10/1849,1849,English & Son,John Hugh Smyth Pigott,3,The Backward Course,,Bought in,115,10,0
"KAUFFMANN, Angelica",2/14/1801,1801,Mr. Christie,John Woodhouse,3,The Balcony,856 0.^x16,Martin,152,5,0
"PYNE, James Baker",3/23/1861,1861,Christie's,L. V. Flatou,3,The Balcony,4 x 20,Agnew,315,0,0
"REYNOLDS, Sir Joshua",5/4/1810,1810,Mr. Christie,Caleb Whitefoord,,The Ballad,,Tooth,178,10,0
"HARPIGNIES, Henri.",5/21/09,1909,Christie's,E. Ii. Cuthbertson,3,The Ballad Seller,7x11^,Agnew,105,0,0
"REYNOLDS, Sir Joshua",5/19/1821,1821,Mr. Christie,,,The Ballad Seller. Drawing,,Colnaghi,1105,0,0
"POUSSIN, Nicholas",4/23/1807,1807,Peter Coxe,Edward Coxe,3,The Ballad Singer. Drawing,7x11,,197,8,0
"HARPIGNIES, Henri.",5/16/09,1909,Christie's,Sir J. C.Day,3,The Bane,x7 |,Agnew,120,15,0
"HOLBEIN, Hans, the Younger",7/13/1833,1833,Christie's,W. J. Lenthall,3,The Banished,,Lord Watson,3,3,0
"HUNT, William Henry",3/6/1869,1869,Christie's,P. Allen,3,The Banished Lord,,Tooth,48,6,0
"REYNOLDS, Sir Joshua",1/30/1875,1875,Christie's,Angerstein,3,The Banished Lord,,Norton,65,2,0
"REYNOLDS, Sir Joshua",6/16/1832,1832,Christie's,Rogers,,The Banished Lord,,,2,2,0
"REYNOLDS, Sir Joshua",7/16/1831,1831,Christie's,,,The Banished Lord,,Bond,5,5,0
"REYNOLDS, Sir Joshua",6/10/1899,1899,Christie's,,,The Banished Lord,,Martin,4,2,0
"RUBENS, Sir Peter Paul",2/9/1811,1811,Mr. Christie,Phillips,3,The Banished Lord.,,Goupil,37,16,0
REMBRANDT VAN RHYN,4/25/1807,1807,Peter Coxe,Edward Coxe,3,The Banished Lord.,,Tooth,21,0,0
"PATER, Jean Baptiste",5/30/1879,1879,Christie's,James Hughes Anderdon,3,The Banished Lord. Presented by Reynolds to Dr. Capper,,Bought in,152,5,0
"LE CLERC, Jacques Sebastien",3/19/1885,1885,Christie's,Henry G. Bohn,3,The Bank of a River. Dg,3x21,Connell,241,10,0
"MORLAND, George",3/28/1866,1866,B. Moulton,Thomas Churchyard,3,The Banquet,8} x 48},Barrett,120,15,0
"MONTICELLI, Adolphe",5/16/1903,1903,Christie's,R.T.Hamilton Bruce,3,The Banquet,882 9x98,Shepherd,115,10,0
"ROSA, Salvator",3/31/1838,1838,Christie's,M. M. Zachary,3,The Banquet.,,Permain,136,15,0
"LAURI, Philipo",5/12/1846,1846,Phillips,Mons. Duval,3,The Baptism,0J x 18,Durand Ruel,945,0,0
"HORSLEY, John Callcott",4/9/04,1904,Christie's,"J. C. Horsley, R.A",3,The BaptismOrator Henlc,,,105,0,0
"REYNOLDS, Sir Joshua",12/15/1804,1804,Mr. Christie,Elwin,,The BaptismOrator Henley,,Agnew,94,10,0
"JORDANO, Luca (see GIORDANO)",2/17/1797,1797,Mr. Christie,John Trumbull,3,The Barber's Shop,0 x 30,Polak,252,0,0
"HAYLLAR, James",3/1/1890,1890,Christie's,James Hayllar,3,The Barbizon Plain,4^x21^,Colnaghi,787,10,0
"REYNOLDS, Sir Joshua",3/5/1831,1831,Christie's,Elkins,,The Bard. Large sketch,,Boddington,22,11,6
"REYNOLDS, Sir Joshua",4/8/1845,1845,Christie's,"Andrew Geddes, A.R.A",,The Bargain. Engraved,,,,,
"RAEBURN, Sir Henry",5/7/1877,1877,Christie's,,,The Barge Horse. Drawing,,Voss,225,15,0
"POUSSIN, Nicholas",5/8/1813,1813,Mr. Christie,La Fontaine,3,The Bark Peelers,,Wallis,451,10,0
"RAEBURN, Sir Henry",5/7/1877,1877,Christie's,,,The Bark Peelers,,McLean,378,0,0
"LINNELL, John",6/4/1887,1887,Christie's,Charles Wells,3,The Barley Field,859 6 x 38,McLean,441,0,0
"KOEKKOEK, Barend Cornelis",7/22/1893,1893,Christie's,Earl of Onslow,3,The Barley FieldNoon,859,Marsden,997,10,0
"LELY, Sir Peter",3/5/04,1904,Christie's,Townshend Heirlooms,3,The Barley Harvest,1x43,Agnew,1207,10,0
RIVOT,2/3/1792,1792,Mr. Christie,Man of Fashion,3,The Barley Harvest,874 1x43,Gooden,609,0,0
"LANDSEER, Sir Edwin",3/16/1867,1867,Christie's,,,The Barn Door,,,,,
"PHILLIP, John",5/3/1879,1879,Christie's,Jonathan Nield,3,The Baron's Charger,0 x 50,,149,0,0
"HONDEKOETER, Melchior",6/30/1838,1838,Foster's,John Bartie,3,The Baron's Charger,0x50,Letts,189,0,0
"ROSA, Salvator",5/28/1831,1831,Christie's,Gentleman,3,The Baron's Hall. Drawing,6x20,,,,
"REYNOLDS, Sir Joshua",2/16/1861,1861,Christie's,W,3,The Baron's Larder. Drawing,0 x 62,,5,0,0
"REYNOLDS, Sir Joshua",5/12/1832,1832,Christie's,Earl of Mulgrave,,The Bashful Child.21x17,,Agnew,997,10,0
REMBRANDT VAN RHYN,5/27/1876,1876,Christie's,Wynn Ellis,3,The Bashful Swain,864 9^x39,Lewis,99,15,0
"ROMNEY, George",5/6/05,1905,Christie's,Rev. S. D. Brownjohn,3,The Bashful Swain,864,Polak,126,0,0
"REYNOLDS, Sir Joshua",4/17/1830,1830,Christie's,Crespigny,,The Bashful Swain,,,577,15,0
"REYNOLDS, Sir Joshua",3/8/1819,1819,Mr. Christie,Matthew Mitchell,,The Basket of Fruit,,,,,
"PALAMEDES, Anthony",6/30/1894,1894,Christie's,Adrian Hope,3,The Bathers,8x14,Vokins,126,0,0
"REYNOLDS, Sir Joshua",4/8/1819,1819,Mr. Christie,"Earl of Upper Ossory, dec",,The Bathers,,,141,15,0
"REYNOLDS, Sir Joshua",7/16/1894,1894,Christie's,Sir James Hay Langham,3,The Bathers.,,Orange,36,15,0
"MABUSE, Jan (called Jan GOSSAERT)",4/3/1852,1852,Christie's,Thomas Gwennap,3,The Battle,808 4^x12^,Agnew,262,10,0
"REYNOLDS, Sir Joshua",5/26/1821,1821,Mr. Christie,,,The Battle of the Bridge,,,,,
"MAES, Nicholas",1/28/05,1905,Christie's,Lawrie and Co,3,The Bay of Naples,7 x 65,Mason,945,0,0
"NETSCHER, Gaspar",2/21/1903,1903,Christie's,Sir E. Page Turner,3,The Bay of Naples,2 x 70,Agnew,1575,0,0
"REYNOLDS, Sir Joshua",12/3/04,1904,Christie's,,,The Bedchamber. Drawing,,,10,0,0
"NORTHCOTE, James",7/4/1836,1836,Foster & Son,"J. Northcote, R.A",3,The Bedouin's Devotion,,Wood,735,0,0
"ROMNEY, George",7/2/06,1906,Christie's,,,The Bedouin's Home,,Newton,152,5,0
"REYNOLDS, Sir Joshua",1/10/1829,1829,Christie's,Rev. C. Este,,"The Beeches, with Cattle",,,72,0,0
"REYNOLDS, Sir Joshua",3/5/04,1904,Christie's,Townshend Heirlooms,3,The Beggar's Opera. Illustrated,9x21^,Agnew,1050,0,0
"HOLBEIN, Hans, the Younger",4/16/1831,1831,Christie's,Gentleman,3,The Bell Inn,,Flatou,65,2,0
"LINNELL, John",6/24/09,1909,Christie's,Holbrook Gaskell,3,The Bell Inn,0x12^,Agnew,246,15,0
"MULLER, William James",4/2/1892,1892,Christie's,David Price,3,The Bellman,Milton.) Drawing,Agnew,99,15,0
"MULLER, William James",5/6/1899,1899,Christie's,Sir John Fowler,3,The Bend of the River. R.A. i860,,,,,
"HARDY, Heywood",6/2/1888,1888,Christie's,Thomas Walker,3,The Benediction,,Hodgson & Graves,94,10,0
"REYNOLDS, Sir Joshua",7/5/1849,1849,Christie's,Robert Vernon,3,The Benediction,881 9x97},Sampson,110,5,0
"REYNOLDS, Sir Joshua",12/13/1828,1828,Christie's,Rev. C. Este,,The Betrayal of Christ,,,,,
"REYNOLDS, Sir Joshua",4/30/1845,1845,Christie's,Henry Rice,,The Betrayer of Our Saviour,,,,,
"LAWRENCE, Sir Thomas",1/11/1902,1902,Christie's,Rev. H. L. Nelthropp,3,The Billet Doux,2 x 37,Innes,273,0,0
"OWEN, William",2/19/1898,1898,Christie's,Sir W. J. W. Baynes,3,The Billet Doux,7 x 22,Duveen,157,10,0
"REYNOLDS, Sir Joshua",6/29/1889,1889,Christie's,Lord Shannon,3,The Billet Doux Discovered,,,,,
"REYNOLDS, Sir Joshua",12/8/1894,1894,Christie's,,,The Bird Trap,2x18,G. Wood,105,0,0
"REYNOLDS, Sir Joshua",5/25/1850,1850,Christie's,Gentleman,3,The Bird's Nest,,Agnew,162,15,0
"MIERIS, Francis",2/27/1790,1790,Mr. Christie,Isaac Jermineau,3,The Birds' Concert,670 2J x 38^,Jeffries,157,10,0
"NICOL, Erskine",2/6/1892,1892,Christie's,,,The Birds' Concert,,Hughes,115,10,0
"REYNOLDS, Sir Joshua",3/17/1894,1894,Christie's,George Danby,3,The Birds'Concert,2x38,Colnaghi,378,0,0
"LINNELL, John",2/23/07,1907,Christie's,R. Kirkman Hodgson,3,The Birth of Jupiter,,Passed,,,
"HART, Solomon, R.A.",7/30/1881,1881,Christie's,,,The Bite,854,Graves,120,15,0
"LINNELL, John Thomas",4/27/1903,1903,Christie's,,,The Blacksmith's Shop,,Fraser,99,15,0
"MARIESCHI, J",6/13/1896,1896,Christie's,Sir Julian Goldsmid,3,The Blacksmith's Yard. Smith 76,,Farr,162,15,0
"LEADER, Benjamin Williams",6/18/1892,1892,Christie's,,,The Bleaching Ground,,,31,10,0
"LEADER, Benjamin Williams",4/18/1891,1891,Christie's,,,The Bleaching Ground,,Carfax,966,0,0
"LANDSEER, Sir Edwin",5/10/1890,1890,Christie's,William Wells,3,The Blessed Damozel,9! x 31^,McLean,1029,0,0
"MURRAY, Sir David",5/23/13,1913,Christie's,G. McCulloch,3,The Blessed Damozel. Chalk,,McLean,136,10,0
"LEADER, Benjamin Williams",3/11/1899,1899,Christie's,,,The Blessing of Jacob,,,,,
"MARTIN, John",5/16/1857,1857,Christie's,Davis Mcintosh,3,The Blessing. Drawing,1x71,Pursey,525,0,0
"RUYSDAEL, Jacob",6/14/1823,1823,Mr. Christie,George Watson Taylor,3,The Blind Beggar,5 x 27,Agnew,178,10,0
"LINGELBACH, Jan",6/8/1822,1822,Mr. Christie,Marquis of Bute,3,The Blind Girl,,Roberts,315,0,0
"MULLER, William James",6/28/1897,1897,Christie's,W. G. Archer,3,The Blind Girl,856,Bought in,871,10,0
"MURILLO, Bartolom Estban",5/10/1890,1890,Christie's,William Wells,3,The Blind leading the Blind,,,,,
"LEADER, Benjamin Williams",2/25/1888,1888,Christie's,,,The Blue Pill,,Wallis,106,1,0
REMBRANDT VAN RHYN,3/6/1790,1790,Mr. Christie,Dr. Charlton of Bath,3,The Bluidie Tryste,9 x 26,S. White,152,5,0
"KAULBACH, Friedrich August von",2/15/1879,1879,Christie's,,,The Bluidie Tryste,,Agnew,493,10,0
"LAWRENCE, Sir Thomas",5/5/1900,1900,Christie's,Mrs. Bloomfield Moore,3,The Boat,869,Andrew,504,0,0
"LEADER, Benjamin Williams",3/12/04,1904,Christie's,,,The Boat,,Sir F. Mappin,367,10,0
"ROMNEY, George",5/26/06,1906,Christie's,T. H. Woods,3,The Boat of Love,874,Agnew,126,0,0
"LEADER, Benjamin Williams",2/6/1886,1886,Christie's,H. E. Green,,"The Boatie Rows, etc.",,Tooth,451,10,0
"LANDSEER, Sir Edwin",5/6/1899,1899,Christie's,Sir John Fowler,3,The Bohemian Gipsies,,J. Rhodes,934,10,0
"RUBENS, Sir Peter Paul",3/26/1790,1790,Mr. Christie,N. and C. Chauncey,3,The Bohemian Girl,,,,,
"LEADER, Benjamin Williams",11/30/1901,1901,Christie's,,,The Bol Family,,Louet,220,10,0
"PETTIE, John",5/27/1853,1853,Christie's,"John Pettie, R.A",3,"The Bonxie, Shetland",,Agnew,1669,10,0
HOOK. James Clarke,9/24/1903,1903,Branch & Leete,,,The Bourse at Caen,,,38,17,0
"REYNOLDS, Sir Joshua",4/20/1811,1811,Mr. Christie,Grimaldi,3,The Bower Maiden,874 4 x 28,Agnew,451,10,0
"HOLBEIN, Hans, the Younger",4/1/1773,1773,Langford's,"James West, P.R.S",3,The Bower Meadow,872 4x26^,Agnew,840,0,0
"HOLBEIN, Hans, the Younger",10/10/1849,1849,English & Son,John Hugh Smyth Pigott,3,The Bower Meadow(?),872 3x26!,Agnew,714,0,0
"OLIVER, Isaac",4/3/06,1906,Christie's,Lady Currie,3,The Bower of Bliss,,Flatou,46,0,0
"LEADER, Benjamin Williams",4/18/13,1913,Christie's,,,The Boy and the Wasp. Drawing. i61xi2j,,Pator,105,0,0
"RUBENS, Sir Peter Paul",3/14/1795,1795,Mr. Christie,Sir J. Reynolds,3,The Braddyll Family,,"Bought in, Bishop",1000,0,0
"LESLIE, Charles Robert",4/27/1877,1877,Christie's,Albert Grant,3,The Braggart,25x17!,Cowper,115,10,0
"NICOL, Erskine",6/11/09,1909,Christie's,,,The Braggart,,Marks,16,5,0
REMBRANDT VAN RHYN,5/19/1826,1826,Phillips,Count Pourtales,3,The Bravo,5x28,Bonjean,420,0,0
"MURILLO, Bartolom Estban",3/25/1775,1775,Mr. Walsh,Robert Ansell,3,The Bread of Life,9! x 15!,Rought,110,5,0
"NICOL, Erskine",3/12/04,1904,Christie's,,,The Breezy Morn,8x72,Evans,378,0,0
"RODECK, Carl",6/29/08,1908,Christie's,Stephen G. Holland,,The Brewers'Festival,,,,,
"LEADER, Benjamin Williams",4/11/1891,1891,Christie's,,,The Brickyard,,Hammond,126,0,0
"PATON, Sir Joseph Noel",2/14/1903,1903,Christie's,James Macandrew,3,The Bridal Morn,,E. F. White,131,5,0
REMBRANDT VAN RHYN,5/17/1844,1844,Christie's,Jeremiah Harman,3,The Bride,0x13!,M. A. Reid,378,0,0
"NASMYTH, Patrick",2/6/1861,1861,Foster's,Henry Wallis,3,The Bridesmaid,879 3x17,,131,5,0
"LANDSEER, Sir Edwin",5/7/1892,1892,Christie's,Lord Cheylesmore,3,The Bridesmaid,,Bought in,110,5,0
"MACWHIRTER, John",5/29/1897,1897,Christie's,Sir John Pender,3,The Bridge,894. i7xi2f,Wallis,136,10,0
"LANDSEER, Sir Edwin",6/25/1859,1859,Christie's,Hon. Edmund Phipps,3,The Bright Cloud. Drawing,,Robinson,100,16,0
"LEADER, Benjamin Williams",7/12/1902,1902,Christie's,,,The Broken Bridge,,West,106,1,0
"RIVIERE, Britton",4/23/1898,1898,Christie's,J. Grant Morris,3,The Brook of Human Life,,Bought in,430,0,0
"JORDAENS, Jacob",3/24/1775,1775,Mr. Walsh,Robert Ansell,3,The Brookside,,Falker,94,10,0
"MATSYS, Quentin",3/14/1795,1795,Mr. Christie,Sir J. Reynolds,3,The Broom Dasher,864 0x42,Agnew,483,0,0
"LEADER, Benjamin Williams",6/11/09,1909,Christie's,,,The Broom Girl. Drawing,,,14,14,0
"ROSA, Salvator",3/12/1795,1795,Mr. Christie,Sir J. Reynolds,3,The Brothers,Milton.) Drawing,Scott,94,10,0
"POUSSIN, Nicholas",3/6/1777,1777,Christie and Ansell,Gerard Vandergucht,3,The Brow of the Hill,865 7} x 38},Tooth,320,5,0
